StatsCode,Geoname,Quality,Altitude,rate,year_range,gender,age_range,condition
16950,Shoalhaven (C),Good,186.0,63.42737091912726,2017-18,females , 18,overweight or obese
17000,Singleton (A),Good,480.0,68.42412235989397,2017-18,females , 18,overweight or obese
17100,Strathfield (A),Acceptable,35.0,51.79068523068075,2017-18,females , 18,overweight or obese
17150,Sutherland Shire (A),Good,61.0,58.852229838498495,2017-18,females , 18,overweight or obese
17200,Sydney (C),Good,69.0,49.49422677491047,2017-18,females , 18,overweight or obese
17310,Tamworth Regional (A),Good,369.0,70.40147943185306,2017-18,females , 18,overweight or obese
17350,Temora (A),Good,277.0,62.436622546300505,2017-18,females , 18,overweight or obese
17400,Tenterfield (A),Good,930.0,66.54027741872902,2017-18,females , 18,overweight or obese
17420,The Hills Shire (A),Good,116.0,55.42614343261636,2017-18,females , 18,overweight or obese
17550,Tweed (A),Good,11.0,59.385922625096086,2017-18,females , 18,overweight or obese
17620,Upper Hunter Shire (A),Good,602.0,66.89957470367166,2017-18,females , 18,overweight or obese
17640,Upper Lachlan Shire (A),Poor,908.0,60.1483510708063,2017-18,females , 18,overweight or obese
17650,Uralla (A),Acceptable,759.0,66.0518712516715,2017-18,females , 18,overweight or obese
17750,Wagga Wagga (C),Good,220.0,63.63548982130056,2017-18,females , 18,overweight or obese
17850,Walcha (A),Good,1065.0,65.31603873459012,2017-18,females , 18,overweight or obese
17950,Warren (A),Poor,171.0,64.3416519181791,2017-18,females , 18,overweight or obese
18020,Warrumbungle Shire (A),Acceptable,568.0,68.0595377881691,2017-18,females , 18,overweight or obese
18050,Waverley (A),Good,93.0,48.19876423359498,2017-18,females , 18,overweight or obese
18100,Weddin (A),Good,345.0,62.052928983969025,2017-18,females , 18,overweight or obese
18200,Wentworth (A),Good,49.0,68.6499683427746,2017-18,females , 18,overweight or obese
18250,Willoughby (C),Good,108.0,47.31808440509755,2017-18,females , 18,overweight or obese
18350,Wingecarribee (A),Good,704.0,61.46070918814859,2017-18,females , 18,overweight or obese
18400,Wollondilly (A),Good,435.0,65.80102066282073,2017-18,females , 18,overweight or obese
18450,Wollongong (C),Good,367.0,61.00707280864276,2017-18,females , 18,overweight or obese
18500,Woollahra (A),Good,13.0,45.11881225531571,2017-18,females , 18,overweight or obese
20110,Alpine (S),Good,520.0,63.751448477471634,2017-18,females , 18,overweight or obese
20260,Ararat (RC),Good,238.0,69.83831808591958,2017-18,females , 18,overweight or obese
20660,Banyule (C),Good,74.0,58.08838499330959,2017-18,females , 18,overweight or obese
20740,Bass Coast (S),Good,8.0,65.38380463098821,2017-18,females , 18,overweight or obese
20830,Baw Baw (S),Good,306.0,68.67505766128845,2017-18,females , 18,overweight or obese
20910,Bayside (C),Good,28.0,53.81355579467771,2017-18,females , 18,overweight or obese
21010,Benalla (RC),Good,177.0,66.70595674254623,2017-18,females , 18,overweight or obese
21110,Boroondara (C),Good,52.0,49.30744138924418,2017-18,females , 18,overweight or obese
21180,Brimbank (C),Good,64.0,61.1804642032155,2017-18,females , 18,overweight or obese
21270,Buloke (S),Good,92.0,67.00324792527157,2017-18,females , 18,overweight or obese
21370,Campaspe (S),Good,120.0,66.84067968638136,2017-18,females , 18,overweight or obese
21450,Cardinia (S),Good,27.0,65.75328866510979,2017-18,females , 18,overweight or obese
21610,Casey (C),Good,36.0,64.17437133707631,2017-18,females , 18,overweight or obese
21670,Central Goldfields (S),Good,211.0,67.44199711090806,2017-18,females , 18,overweight or obese
21750,Colac-Otway (S),Good,236.0,62.557355682799816,2017-18,females , 18,overweight or obese
21830,Corangamite (S),Good,148.0,64.18855475308351,2017-18,females , 18,overweight or obese
21890,Darebin (C),Good,59.0,58.508458220461904,2017-18,females , 18,overweight or obese
22110,East Gippsland (S),Good,583.0,65.69694065789564,2017-18,females , 18,overweight or obese
22170,Frankston (C),Good,57.0,63.07360306187141,2017-18,females , 18,overweight or obese
22250,Gannawarra (S),Good,78.0,64.5059758644229,2017-18,females , 18,overweight or obese
22310,Glen Eira (C),Good,42.0,54.30056058880652,2017-18,females , 18,overweight or obese
22410,Glenelg (S),Good,143.0,69.24870945003705,2017-18,females , 18,overweight or obese
22490,Golden Plains (S),Good,296.0,68.34432635421453,2017-18,females , 18,overweight or obese
22620,Greater Bendigo (C),Good,215.0,65.79064957277326,2017-18,females , 18,overweight or obese
22670,Greater Dandenong (C),Good,20.0,56.81819781656705,2017-18,females , 18,overweight or obese
22750,Greater Geelong (C),Good,10.0,63.56562330517293,2017-18,females , 18,overweight or obese
22830,Greater Shepparton (C),Good,114.0,70.27931735416146,2017-18,females , 18,overweight or obese
22980,Hindmarsh (S),Acceptable,92.0,62.03200836657363,2017-18,females , 18,overweight or obese
23110,Hobsons Bay (C),Good,1.0,61.151426980934176,2017-18,females , 18,overweight or obese
23190,Horsham (RC),Good,150.0,66.27932863188032,2017-18,females , 18,overweight or obese
23270,Hume (C),Good,159.0,65.95892980312985,2017-18,females , 18,overweight or obese
23350,Indigo (S),Good,308.0,65.02527620904254,2017-18,females , 18,overweight or obese
23430,Kingston (C) (Vic.),Good,7.0,57.18552837753901,2017-18,females , 18,overweight or obese
23670,Knox (C),Good,76.0,58.123434683130505,2017-18,females , 18,overweight or obese
23810,Latrobe (C) (Vic.),Good,94.0,70.17397538145069,2017-18,females , 18,overweight or obese
23940,Loddon (S),Good,122.0,63.223050075429974,2017-18,females , 18,overweight or obese
24130,Macedon Ranges (S),Good,633.0,64.49194446381657,2017-18,females , 18,overweight or obese
24210,Manningham (C),Good,49.0,53.36916842620038,2017-18,females , 18,overweight or obese
24250,Mansfield (S),Good,475.0,61.66818284787933,2017-18,females , 18,overweight or obese
24330,Maribyrnong (C),Good,39.0,56.71449552208925,2017-18,females , 18,overweight or obese
24410,Maroondah (C),Good,163.0,58.83917940576334,2017-18,females , 18,overweight or obese
24600,Melbourne (C),Good,4.0,52.83986748992073,2017-18,females , 18,overweight or obese
24600,Melbourne (C),Good,14.0,52.83986748992073,2017-18,females , 18,overweight or obese
24650,Melton (C),Good,144.0,69.89304597603966,2017-18,females , 18,overweight or obese
24780,Mildura (RC),Good,65.0,65.67225051663743,2017-18,females , 18,overweight or obese
24850,Mitchell (S),Good,256.0,70.52851301512052,2017-18,females , 18,overweight or obese
24900,Moira (S),Good,113.0,67.36438876364771,2017-18,females , 18,overweight or obese
24970,Monash (C),Good,111.0,51.73569347047686,2017-18,females , 18,overweight or obese
25060,Moonee Valley (C),Good,38.0,58.299121581961465,2017-18,females , 18,overweight or obese
25150,Moorabool (S),Good,505.0,70.61117924914102,2017-18,females , 18,overweight or obese
25250,Moreland (C),Good,72.0,58.36251457661972,2017-18,females , 18,overweight or obese
25340,Mornington Peninsula (S),Good,180.0,60.824224526313415,2017-18,females , 18,overweight or obese
25430,Mount Alexander (S),Good,301.0,63.76587941416038,2017-18,females , 18,overweight or obese
25490,Moyne (S),Good,80.0,62.52960102525223,2017-18,females , 18,overweight or obese
25620,Murrindindi (S),Good,231.0,65.4260849445921,2017-18,females , 18,overweight or obese
25710,Nillumbik (S),Good,116.0,60.512799893187655,2017-18,females , 18,overweight or obese
25810,Northern Grampians (S),Good,199.0,64.41566399987988,2017-18,females , 18,overweight or obese
25900,Port Phillip (C),Good,10.0,54.23083786018561,2017-18,females , 18,overweight or obese
25990,Pyrenees (S),Good,430.0,67.42904051080794,2017-18,females , 18,overweight or obese
26080,Queenscliffe (B),Poor,15.0,56.57790261505465,2017-18,females , 18,overweight or obese
26170,South Gippsland (S),Good,44.0,65.50288372134003,2017-18,females , 18,overweight or obese
26260,Southern Grampians (S),Good,200.0,67.37845314339722,2017-18,females , 18,overweight or obese
26350,Stonnington (C),Good,49.0,50.892734598972275,2017-18,females , 18,overweight or obese
26430,Strathbogie (S),Good,131.0,65.01898164098856,2017-18,females , 18,overweight or obese
26490,Surf Coast (S),Good,124.0,63.30298811269238,2017-18,females , 18,overweight or obese
26610,Swan Hill (RC),Good,58.0,67.8263450898032,2017-18,females , 18,overweight or obese
26670,Towong (S),Good,791.0,66.26496918602007,2017-18,females , 18,overweight or obese
26700,Wangaratta (RC),Good,220.0,63.35423173862793,2017-18,females , 18,overweight or obese
26730,Warrnambool (C),Good,34.0,60.19881487422006,2017-18,females , 18,overweight or obese
26810,Wellington (S),Good,20.0,64.68590513979957,2017-18,females , 18,overweight or obese
26890,West Wimmera (S),Poor,162.0,69.43733256035587,2017-18,females , 18,overweight or obese
26980,Whitehorse (C),Good,95.0,51.93410396441432,2017-18,females , 18,overweight or obese
27070,Whittlesea (C),Good,187.0,64.65494786570653,2017-18,females , 18,overweight or obese
27170,Wodonga (C),Good,226.0,70.64506012459842,2017-18,females , 18,overweight or obese
27260,Wyndham (C),Good,29.0,63.56234926309841,2017-18,females , 18,overweight or obese
27350,Yarra (C),Good,11.0,56.1952382571749,2017-18,females , 18,overweight or obese
30300,Balonne (S),Good,189.0,69.18371139339311,2017-18,females , 18,overweight or obese
30370,Banana (S),Good,137.0,61.86790424399067,2017-18,females , 18,overweight or obese
31820,Bundaberg (R),Good,79.0,62.2798143175465,2017-18,females , 18,overweight or obese
31900,Burdekin (S),Good,33.0,67.11459663677009,2017-18,females , 18,overweight or obese
32080,Cairns (R),Good,11.0,60.419387353338536,2017-18,females , 18,overweight or obese
32260,Cassowary Coast (R),Good,40.0,65.12600834524655,2017-18,females , 18,overweight or obese
32270,Central Highlands (R),Good,218.0,65.94135615169087,2017-18,females , 18,overweight or obese
32310,Charters Towers (R),Good,354.0,68.87925008905805,2017-18,females , 18,overweight or obese
33220,Fraser Coast (R),Good,41.0,63.06412680556929,2017-18,females , 18,overweight or obese
33360,Gladstone (R),Good,36.0,60.70262795263926,2017-18,females , 18,overweight or obese
33430,Gold Coast (C),Good,25.0,59.416560371329766,2017-18,females , 18,overweight or obese
33610,Goondiwindi (R),Good,216.0,66.06550555229994,2017-18,females , 18,overweight or obese
33620,Gympie (R),Good,71.0,61.235277698799166,2017-18,females , 18,overweight or obese
33800,Hinchinbrook (S),Good,18.0,63.37342877701888,2017-18,females , 18,overweight or obese
33960,Ipswich (C),Good,35.0,66.49883595895392,2017-18,females , 18,overweight or obese
33980,Isaac (R),Good,211.0,67.78828106867577,2017-18,females , 18,overweight or obese
34580,Lockyer Valley (R),Good,164.0,64.98907464211017,2017-18,females , 18,overweight or obese
34590,Logan (C),Good,29.0,64.81613633575786,2017-18,females , 18,overweight or obese
34770,Mackay (R),Good,45.0,64.4892212899222,2017-18,females , 18,overweight or obese
34860,Maranoa (R),Good,402.0,65.67484416817683,2017-18,females , 18,overweight or obese
35010,Moreton Bay (R),Good,20.0,62.61674527981677,2017-18,females , 18,overweight or obese
35300,Mount Isa (C),Good,311.0,63.78314603355156,2017-18,females , 18,overweight or obese
35760,North Burnett (R),Good,260.0,62.92975839665063,2017-18,females , 18,overweight or obese
36250,Redland (C),Good,37.0,58.95927010291658,2017-18,females , 18,overweight or obese
36370,Rockhampton (R),Good,38.0,64.88749307520447,2017-18,females , 18,overweight or obese
36510,Scenic Rim (R),Good,374.0,62.174235097257764,2017-18,females , 18,overweight or obese
36580,Somerset (R),Good,287.0,65.29800720435826,2017-18,females , 18,overweight or obese
36630,South Burnett (R),Good,439.0,63.65737469708051,2017-18,females , 18,overweight or obese
36660,Southern Downs (R),Good,917.0,65.5827303815762,2017-18,females , 18,overweight or obese
36820,Tablelands (R),Good,242.0,62.191338269878486,2017-18,females , 18,overweight or obese
36910,Toowoomba (R),Good,381.0,60.73756158203554,2017-18,females , 18,overweight or obese
37010,Townsville (C),Good,48.0,62.524576009154075,2017-18,females , 18,overweight or obese
37310,Western Downs (R),Good,312.0,66.13070822120466,2017-18,females , 18,overweight or obese
37340,Whitsunday (R),Good,429.0,66.15421032986423,2017-18,females , 18,overweight or obese
40070,Adelaide (C),Good,50.0,52.15717115914913,2017-18,females , 18,overweight or obese
40120,Adelaide Hills (DC),Good,472.0,62.3302665177069,2017-18,females , 18,overweight or obese
43920,Adelaide Plains (DC),Good,16.0,66.05432245450093,2017-18,females , 18,overweight or obese
40220,Alexandrina (DC),Good,79.0,62.72643609572745,2017-18,females , 18,overweight or obese
40310,Barossa (DC),Good,490.0,64.71413920567385,2017-18,females , 18,overweight or obese
40430,Barunga West (DC),Poor,83.0,61.28461251772809,2017-18,females , 18,overweight or obese
40520,Berri and Barmera (DC),Good,40.0,65.44213245050214,2017-18,females , 18,overweight or obese
40700,Burnside (C),Good,100.0,53.61857279745085,2017-18,females , 18,overweight or obese
40910,Campbelltown (C),Good,108.0,57.44915678354949,2017-18,females , 18,overweight or obese
41060,Charles Sturt (C),Good,12.0,59.48204477595866,2017-18,females , 18,overweight or obese
41140,Clare and Gilbert Valleys (DC),Good,370.0,63.877731964115746,2017-18,females , 18,overweight or obese
41190,Cleve (DC),Poor,144.0,66.29141177048001,2017-18,females , 18,overweight or obese
41560,Copper Coast (DC),Good,37.0,66.69832758282357,2017-18,females , 18,overweight or obese
41830,Flinders Ranges (DC),Poor,296.0,65.1563164661897,2017-18,females , 18,overweight or obese
41960,Franklin Harbour (DC),Poor,20.0,58.236785685194164,2017-18,females , 18,overweight or obese
42030,Gawler (T),Acceptable,53.0,70.457832071031,2017-18,females , 18,overweight or obese
42110,Goyder (DC),Good,418.0,65.27269228696906,2017-18,females , 18,overweight or obese
42250,Grant (DC),Poor,30.0,68.24248345067141,2017-18,females , 18,overweight or obese
42600,Holdfast Bay (C),Good,15.0,55.88786066717932,2017-18,females , 18,overweight or obese
42750,Kangaroo Island (DC),Good,131.0,62.8939152168439,2017-18,females , 18,overweight or obese
43080,Karoonda East Murray (DC),Poor,73.0,64.11230549985363,2017-18,females , 18,overweight or obese
43220,Kimba (DC),Poor,281.0,67.34663643861722,2017-18,females , 18,overweight or obese
43360,Kingston (DC),Poor,20.0,57.932559299261335,2017-18,females , 18,overweight or obese
43650,Light (RegC),Acceptable,235.0,69.69091732396895,2017-18,females , 18,overweight or obese
43790,Loxton Waikerie (DC),Acceptable,65.0,64.15517278785515,2017-18,females , 18,overweight or obese
44060,Marion (C),Good,32.0,59.269188495629265,2017-18,females , 18,overweight or obese
44210,Mid Murray (DC),Acceptable,73.0,63.56407077463694,2017-18,females , 18,overweight or obese
44340,Mitcham (C),Good,273.0,56.973290440421415,2017-18,females , 18,overweight or obese
44550,Mount Barker (DC),Good,314.0,62.9346919281199,2017-18,females , 18,overweight or obese
44620,Mount Gambier (C),Good,42.0,66.41519738243738,2017-18,females , 18,overweight or obese
44830,Mount Remarkable (DC),Poor,310.0,64.9252919938096,2017-18,females , 18,overweight or obese
45090,Naracoorte and Lucindale (DC),Good,45.0,66.25904099709332,2017-18,females , 18,overweight or obese
45120,Northern Areas (DC),Good,402.0,62.6533320067446,2017-18,females , 18,overweight or obese
45290,Norwood Payneham St Peters (C),Good,61.0,56.08994503770641,2017-18,females , 18,overweight or obese
45340,Onkaparinga (C),Good,149.0,63.39836687076368,2017-18,females , 18,overweight or obese
45540,Peterborough (DC),Poor,545.0,64.1569595483312,2017-18,females , 18,overweight or obese
45680,Playford (C),Good,26.0,72.68760754019033,2017-18,females , 18,overweight or obese
45890,Port Adelaide Enfield (C),Good,12.0,60.409456768822,2017-18,females , 18,overweight or obese
46090,Port Augusta (C),Good,81.0,72.11714670514544,2017-18,females , 18,overweight or obese
46300,Port Lincoln (C),Good,11.0,67.96932166163806,2017-18,females , 18,overweight or obese
46450,Port Pirie City and Dists (M),Good,48.0,68.92424224782802,2017-18,females , 18,overweight or obese
46510,Prospect (C),Good,53.0,57.450016404979735,2017-18,females , 18,overweight or obese
46670,Renmark Paringa (DC),Good,23.0,64.90813039704479,2017-18,females , 18,overweight or obese
46860,Robe (DC),Poor,10.0,61.45498970457605,2017-18,females , 18,overweight or obese
46970,Roxby Downs (M),Good,103.0,62.21873492861887,2017-18,females , 18,overweight or obese
47140,Salisbury (C),Good,22.0,65.33413864389922,2017-18,females , 18,overweight or obese
47290,Southern Mallee (DC),Poor,100.0,71.36739505282816,2017-18,females , 18,overweight or obese
47630,Tatiara (DC),Good,55.0,70.48786002279645,2017-18,females , 18,overweight or obese
47700,Tea Tree Gully (C),Good,212.0,61.868825964812565,2017-18,females , 18,overweight or obese
47800,The Coorong (DC),Good,29.0,64.93682508720862,2017-18,females , 18,overweight or obese
47980,Unley (C),Good,52.0,54.98479655958012,2017-18,females , 18,overweight or obese
48050,Victor Harbor (C),Good,98.0,62.95758593631922,2017-18,females , 18,overweight or obese
48130,Wakefield (DC),Poor,80.0,68.60577179231328,2017-18,females , 18,overweight or obese
48260,Walkerville (M),Good,44.0,55.25217569119515,2017-18,females , 18,overweight or obese
48340,Wattle Range (DC),Good,55.0,68.19590386677936,2017-18,females , 18,overweight or obese
48410,West Torrens (C),Good,12.0,58.90238290397302,2017-18,females , 18,overweight or obese
48540,Whyalla (C),Good,7.0,66.46026670301993,2017-18,females , 18,overweight or obese
50080,Albany (C),Good,123.0,60.3399763346567,2017-18,females , 18,overweight or obese
50210,Armadale (C),Good,311.0,62.769623447496,2017-18,females , 18,overweight or obese
50280,Augusta-Margaret River (S),Good,42.0,62.78630077158344,2017-18,females , 18,overweight or obese
50350,Bassendean (T),Good,21.0,59.275722756546244,2017-18,females , 18,overweight or obese
50420,Bayswater (C),Good,23.0,53.58879255623039,2017-18,females , 18,overweight or obese
50490,Belmont (C),Good,21.0,56.78245289619157,2017-18,females , 18,overweight or obese
50560,Beverley (S),Poor,267.0,59.10374358688375,2017-18,females , 18,overweight or obese
50630,Boddington (S),Acceptable,218.0,72.25402712088423,2017-18,females , 18,overweight or obese
50770,Boyup Brook (S),Poor,257.0,64.175478430092,2017-18,females , 18,overweight or obese
50840,Bridgetown-Greenbushes (S),Poor,184.0,58.76452499451948,2017-18,females , 18,overweight or obese
50980,Broome (S),Good,7.0,54.77909378124425,2017-18,females , 18,overweight or obese
51080,Broomehill-Tambellup (S),Poor,296.0,64.09420658518991,2017-18,females , 18,overweight or obese
51190,Bunbury (C),Good,14.0,65.63297843808697,2017-18,females , 18,overweight or obese
51260,Busselton (C),Good,13.0,63.665732339208176,2017-18,females , 18,overweight or obese
51310,Cambridge (T),Acceptable,27.0,52.06140663641078,2017-18,females , 18,overweight or obese
51330,Canning (C),Good,16.0,53.97626233255984,2017-18,females , 18,overweight or obese
51400,Capel (S),Good,31.0,60.97373074036493,2017-18,females , 18,overweight or obese
51610,Chapman Valley (S),Poor,276.0,53.70416660858944,2017-18,females , 18,overweight or obese
51680,Chittering (S),Good,219.0,61.49743785062374,2017-18,females , 18,overweight or obese
51750,Claremont (T),Acceptable,19.0,47.68914177569393,2017-18,females , 18,overweight or obese
51820,Cockburn (C),Good,38.0,58.33785059262621,2017-18,females , 18,overweight or obese
51890,Collie (S),Good,202.0,72.9608504782574,2017-18,females , 18,overweight or obese
52100,Corrigin (S),Poor,337.0,62.99569494684153,2017-18,females , 18,overweight or obese
52170,Cottesloe (T),Good,12.0,50.82979197571653,2017-18,females , 18,overweight or obese
52240,Cranbrook (S),Poor,266.0,61.101582970121704,2017-18,females , 18,overweight or obese
52450,Cunderdin (S),Poor,205.0,64.41855416955585,2017-18,females , 18,overweight or obese
52520,Dalwallinu (S),Poor,300.0,64.58437719400374,2017-18,females , 18,overweight or obese
52590,Dandaragan (S),Poor,160.0,63.79274782607971,2017-18,females , 18,overweight or obese
52660,Dardanup (S),Good,258.0,65.15497175098028,2017-18,females , 18,overweight or obese
52730,Denmark (S),Good,33.0,60.149339179247626,2017-18,females , 18,overweight or obese
52870,Donnybrook-Balingup (S),Good,304.0,60.89162920455535,2017-18,females , 18,overweight or obese
53150,East Fremantle (T),Good,41.0,52.88157548321206,2017-18,females , 18,overweight or obese
53290,Esperance (S),Good,170.0,61.320623979306454,2017-18,females , 18,overweight or obese
53430,Fremantle (C),Good,26.0,53.6685168362833,2017-18,females , 18,overweight or obese
53570,Gingin (S),Poor,60.0,57.623137911007085,2017-18,females , 18,overweight or obese
53640,Gnowangerup (S),Poor,264.0,69.64437512901026,2017-18,females , 18,overweight or obese
53780,Gosnells (C),Good,21.0,58.61952375924511,2017-18,females , 18,overweight or obese
53800,Greater Geraldton (C),Good,169.0,58.07561520123055,2017-18,females , 18,overweight or obese
53990,Harvey (S),Good,222.0,65.71159847191385,2017-18,females , 18,overweight or obese
54060,Irwin (S),Good,75.0,53.54959100325072,2017-18,females , 18,overweight or obese
54130,Jerramungup (S),Poor,218.0,63.47479639365905,2017-18,females , 18,overweight or obese
54170,Joondalup (C),Good,32.0,58.00177344634349,2017-18,females , 18,overweight or obese
54200,Kalamunda (S),Good,368.0,58.919020150687416,2017-18,females , 18,overweight or obese
54280,Kalgoorlie/Boulder (C),Good,201.0,58.04274215181386,2017-18,females , 18,overweight or obese
54340,Katanning (S),Good,286.0,67.48246587487623,2017-18,females , 18,overweight or obese
54410,Kellerberrin (S),Poor,290.0,58.712127919900155,2017-18,females , 18,overweight or obese
54550,Kojonup (S),Poor,322.0,62.056113684249105,2017-18,females , 18,overweight or obese
54830,Kwinana (C),Good,44.0,63.16487857919719,2017-18,females , 18,overweight or obese
54900,Lake Grace (S),Poor,364.0,64.72724563143365,2017-18,females , 18,overweight or obese
55110,Mandurah (C),Good,6.0,60.22683517480841,2017-18,females , 18,overweight or obese
55180,Manjimup (S),Acceptable,160.0,64.05347316699849,2017-18,females , 18,overweight or obese
55320,Melville (C),Good,32.0,54.15051285767231,2017-18,females , 18,overweight or obese
55460,Merredin (S),Poor,381.0,63.80248287456789,2017-18,females , 18,overweight or obese
55600,Moora (S),Poor,249.0,70.96111862326681,2017-18,females , 18,overweight or obese
55740,Mosman Park (T),Acceptable,27.0,51.95421541126426,2017-18,females , 18,overweight or obese
56090,Mundaring (S),Acceptable,290.0,59.928650573840116,2017-18,females , 18,overweight or obese
56230,Murray (S),Good,83.0,64.2585134171746,2017-18,females , 18,overweight or obese
56300,Nannup (S),Poor,108.0,53.32261118933314,2017-18,females , 18,overweight or obese
56460,Narrogin (S),Good,307.0,65.74757318241191,2017-18,females , 18,overweight or obese
56580,Nedlands (C),Poor,23.0,47.442409967962575,2017-18,females , 18,overweight or obese
56730,Northam (S),Good,168.0,66.94894215504432,2017-18,females , 18,overweight or obese
56790,Northampton (S),Poor,221.0,58.062482734539586,2017-18,females , 18,overweight or obese
56930,Peppermint Grove (S),Poor,23.0,49.63373465809295,2017-18,females , 18,overweight or obese
57080,Perth (C),Poor,19.0,44.61070611027258,2017-18,females , 18,overweight or obese
57140,Pingelly (S),Poor,353.0,64.0722902788193,2017-18,females , 18,overweight or obese
57210,Plantagenet (S),Good,203.0,64.91043074355635,2017-18,females , 18,overweight or obese
57280,Port Hedland (T),Good,78.0,56.59431444451265,2017-18,females , 18,overweight or obese
57350,Quairading (S),Poor,257.0,58.470802879114935,2017-18,females , 18,overweight or obese
57490,Rockingham (C),Good,4.0,62.23579635242895,2017-18,females , 18,overweight or obese
57700,Serpentine-Jarrahdale (S),Good,263.0,64.79956415915768,2017-18,females , 18,overweight or obese
57840,South Perth (C),Good,20.0,52.90345254051779,2017-18,females , 18,overweight or obese
57910,Stirling (C),Good,20.0,56.4088250133047,2017-18,females , 18,overweight or obese
57980,Subiaco (C),Acceptable,21.0,57.477670733928925,2017-18,females , 18,overweight or obese
58050,Swan (C),Good,251.0,62.04763363999678,2017-18,females , 18,overweight or obese
58330,Toodyay (S),Good,322.0,57.45149922673527,2017-18,females , 18,overweight or obese
58510,Victoria Park (T),Good,16.0,54.56965676633707,2017-18,females , 18,overweight or obese
58570,Vincent (C),Poor,35.0,54.39996526897899,2017-18,females , 18,overweight or obese
58610,Wagin (S),Poor,298.0,59.52114413148275,2017-18,females , 18,overweight or obese
58760,Wanneroo (C),Good,50.0,60.66560174696985,2017-18,females , 18,overweight or obese
58820,Waroona (S),Good,31.0,66.32650465689373,2017-18,females , 18,overweight or obese
59310,Wongan-Ballidu (S),Poor,304.0,74.63681823506427,2017-18,females , 18,overweight or obese
60210,Break O'Day (M),Good,509.0,61.312636728113375,2017-18,females , 18,overweight or obese
60410,Brighton (M),Good,48.0,69.05824865345103,2017-18,females , 18,overweight or obese
60610,Burnie (C),Good,355.0,66.48388103566606,2017-18,females , 18,overweight or obese
60810,Central Coast (M),Good,251.0,62.714312902071626,2017-18,females , 18,overweight or obese
61010,Central Highlands (M),Good,840.0,67.5392390907643,2017-18,females , 18,overweight or obese
61210,Circular Head (M),Good,172.0,67.48805380330649,2017-18,females , 18,overweight or obese
61410,Clarence (C),Good,174.0,57.913093447696646,2017-18,females , 18,overweight or obese
61510,Derwent Valley (M),Good,591.0,70.02002064080231,2017-18,females , 18,overweight or obese
61610,Devonport (C),Good,246.0,65.30127762834536,2017-18,females , 18,overweight or obese
61810,Dorset (M),Good,218.0,64.18001993396607,2017-18,females , 18,overweight or obese
62210,George Town (M),Good,135.0,65.41484100856249,2017-18,females , 18,overweight or obese
62410,Glamorgan/Spring Bay (M),Good,52.0,59.338529491165296,2017-18,females , 18,overweight or obese
62610,Glenorchy (C),Good,550.0,60.63350688966514,2017-18,females , 18,overweight or obese
62810,Hobart (C),Good,170.0,53.4617580405008,2017-18,females , 18,overweight or obese
63010,Huon Valley (M),Good,475.0,60.9952078798955,2017-18,females , 18,overweight or obese
63210,Kentish (M),Good,567.0,64.08091299868897,2017-18,females , 18,overweight or obese
63610,Kingborough (M),Good,281.0,57.19872242675857,2017-18,females , 18,overweight or obese
63810,Latrobe (M),Good,68.0,61.16366151599448,2017-18,females , 18,overweight or obese
64010,Launceston (C),Good,383.0,62.94997192368826,2017-18,females , 18,overweight or obese
64210,Meander Valley (M),Good,666.0,60.11557632341461,2017-18,females , 18,overweight or obese
64610,Northern Midlands (M),Good,201.0,61.8144719898322,2017-18,females , 18,overweight or obese
64810,Sorell (M),Good,197.0,64.16896519127604,2017-18,females , 18,overweight or obese
65010,Southern Midlands (M),Good,520.0,66.97256956578839,2017-18,females , 18,overweight or obese
65210,Tasman (M),Good,178.0,58.316167673896416,2017-18,females , 18,overweight or obese
65410,Waratah/Wynyard (M),Good,558.0,61.608075210598265,2017-18,females , 18,overweight or obese
65810,West Tamar (M),Good,135.0,59.930149660228736,2017-18,females , 18,overweight or obese
72200,Katherine (T),Good,176.0,64.9712129450501,2017-18,females , 18,overweight or obese
72300,Litchfield (M),Good,37.0,60.31494635907128,2017-18,females , 18,overweight or obese
72800,Palmerston (C),Good,31.0,58.659543244452514,2017-18,females , 18,overweight or obese
10050,Albury (C),Good,329.0,63.46699326503794,2014-15,females , 18,overweight or obese
10250,Ballina (A),Good,3.0,58.085117662238126,2014-15,females , 18,overweight or obese
10300,Balranald (A),Poor,66.0,67.31824444187363,2014-15,females , 18,overweight or obese
10470,Bathurst Regional (A),Good,735.0,64.7469649667322,2014-15,females , 18,overweight or obese
10550,Bega Valley (A),Good,143.0,58.81983314178467,2014-15,females , 18,overweight or obese
10600,Bellingen (A),Good,774.0,62.80666942736312,2014-15,females , 18,overweight or obese
10650,Berrigan (A),Acceptable,111.0,64.04945388637955,2014-15,females , 18,overweight or obese
10750,Blacktown (C),Good,29.0,58.47414078913195,2014-15,females , 18,overweight or obese
10800,Bland (A),Good,317.0,67.55708447391537,2014-15,females , 18,overweight or obese
10850,Blayney (A),Good,731.0,68.50230868288484,2014-15,females , 18,overweight or obese
10900,Blue Mountains (C),Good,780.0,54.80257680821716,2014-15,females , 18,overweight or obese
10950,Bogan (A),Poor,192.0,70.63030548850226,2014-15,females , 18,overweight or obese
11100,Botany Bay (C),Good,8.0,53.33240103231649,2014-15,females , 18,overweight or obese
11250,Broken Hill (C),Good,312.0,63.88811390092446,2014-15,females , 18,overweight or obese
11300,Burwood (A),Poor,35.0,45.95735293324928,2014-15,females , 18,overweight or obese
